timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1509765415388008,0,0,-1,-9,-11,-3,-1,0
1509765415396997,0,0,-1,-1,-5,-6,1,-2
1509765415396997,-1,-2,2,1,-3,4,1,4
1509765415411031,-3,-3,-1,-2,-1,-3,-4,-2
1509765415411031,0,0,-2,4,1,-1,-1,1
1509765415418029,1,-1,-1,-1,-5,-4,0,0
1509765415418029,-1,0,-2,-2,-1,0,-2,-6
1509765415434024,-3,-3,0,-2,-2,-1,-1,-1
1509765415434024,-1,0,3,-1,0,-2,0,1
1509765415441550,0,-1,1,-2,-1,-2,0,-1
1509765415441550,-3,0,-2,1,1,-2,2,-1
1509765415448554,-1,-1,-1,-1,-3,-2,-1,-8
1509765415448554,-1,1,0,-1,0,-1,0,3
1509765415457620,-3,-1,-1,1,-2,-1,-2,-1
1509765415457620,0,-1,0,-2,-2,0,0,-1
1509765415471630,0,1,1,1,-4,-4,0,1
1509765415471630,2,1,2,0,-1,0,2,-3
1509765415478636,0,0,-1,0,-2,-2,-3,1
1509765415478636,-3,-3,0,-4,-1,-2,0,-3
1509765415493634,-5,-2,-3,-3,-2,-2,0,0
1509765415493634,0,0,-2,2,1,0,-1,3
1509765415500650,-2,-2,-1,-4,-2,0,0,-6
1509765415500650,1,0,-1,-1,-1,-1,-3,-1
1509765415508642,-3,-2,-1,-3,-3,-1,-2,-1
1509765415508642,1,2,3,1,-1,-2,0,1
1509765415524653,-1,0,-3,-3,0,0,0,1
1509765415524653,1,-1,0,-1,-3,0,-4,-3
1509765415531672,-2,-4,-2,-3,-1,-1,-1,5
1509765415531672,0,0,0,0,0,-1,0,-1
1509765415538699,-1,-1,-2,0,-1,1,-2,0
1509765415538699,0,1,-1,2,0,-1,1,-1
1509765415553762,-3,-1,-1,-2,0,1,-2,1
1509765415553762,-1,0,1,-1,-2,-1,-2,-3
1509765415568774,3,1,-2,-1,-2,5,6,2
1509765415568774,-1,-2,-3,-1,0,1,0,1
1509765415569762,-2,-3,1,-3,-2,-2,-1,-3
1509765415569762,-2,0,-2,0,0,2,2,-4
1509765415576767,0,0,-2,-1,0,-2,-3,8
1509765415576767,0,0,0,0,-2,-2,2,0
1509765415591788,-4,-1,1,-1,0,-1,-1,-4
1509765415591788,-1,0,0,1,1,1,0,-4
1509765415597784,1,0,0,-1,-5,-7,-5,-2
1509765415597784,0,-2,-3,-2,-1,-1,2,3
1509765415613819,-3,-3,-4,-1,-2,-3,-3,-3
1509765415613819,0,0,-1,-2,-4,-1,-1,1
1509765415620799,-2,-2,-1,0,1,0,-2,-3
1509765415620799,-1,-1,-2,0,-1,0,0,-2
1509765415636824,-3,0,0,-3,-6,-9,-1,-4
1509765415636824,3,0,1,3,4,-1,0,4
1509765415638821,-1,-1,-3,-10,-19,0,-2,-3
1509765415638821,0,1,0,2,-1,-3,-1,-3
1509765415651842,-5,-3,-4,-1,0,1,0,0
1509765415651842,0,0,0,0,1,-3,-1,0
1509765415658058,0,-2,-1,1,-1,-2,0,0
1509765415658058,-3,-1,1,-2,0,0,0,-3
1509765415674066,-3,-1,1,-4,-1,-2,-3,-5
1509765415674066,-1,0,0,-1,-2,-1,-3,-1
1509765415681084,2,2,0,1,0,-4,-1,1
1509765415681084,0,0,-1,-1,-1,-2,1,1
1509765415697095,-2,-3,1,-1,-3,-2,0,1
1509765415697095,-2,-2,-1,-2,-2,-2,0,-1
1509765415699083,-4,-3,-1,1,4,2,-5,-3
1509765415699083,-2,0,0,0,-1,-3,1,1
1509765415711090,2,-1,-1,-4,-7,-5,-1,-1
1509765415711090,-2,0,0,0,-4,-6,-1,0
1509765415718093,1,1,-2,1,2,-3,1,-5
1509765415718093,-2,0,1,-1,0,0,0,4
1509765415734116,-3,-3,-3,-4,3,-1,-1,-3
1509765415734116,-1,1,-3,-2,-2,-3,-1,-3
1509765415741128,1,-1,1,0,4,-6,-3,-1
1509765415741128,0,-1,-3,1,8,-2,-1,-3
1509765415757677,-1,-3,-2,-2,0,0,-1,-3
1509765415757677,0,1,-1,0,0,0,0,2
1509765415758672,-1,-2,-2,-2,3,0,-1,-4
1509765415758672,0,-1,-1,0,-3,-1,-2,1
1509765415771699,-5,-2,0,-2,-7,-6,2,-2
1509765415771699,0,0,0,-2,-1,-1,3,-2
1509765415778709,-3,-2,-2,1,1,2,-1,3
1509765415778709,0,-1,0,-2,-7,-2,0,0
1509765415794698,-4,-3,-2,0,0,1,1,-1
1509765415794698,1,-1,0,0,-3,1,-1,-1
1509765415802715,1,1,0,-1,-2,0,0,0
1509765415802715,0,-3,1,-3,-6,-7,1,-1
1509765415824725,-1,0,-1,-2,-3,-2,-2,-4
1509765415824725,-1,-1,2,0,-4,0,2,-2
1509765415825719,-2,-2,-3,-1,-4,1,-2,-2
1509765415825719,-1,-3,-2,-5,-5,-2,-1,-1
1509765415831735,-1,-1,1,1,0,-4,-3,-3
1509765415831735,0,-1,1,-5,-4,-1,1,2
1509765415846249,-3,-1,0,-1,1,0,-2,-3
1509765415846249,-1,0,-1,1,-5,-4,0,-3
1509765415853864,-1,-3,-2,-1,-3,4,4,4
1509765415853864,-3,-1,-2,-2,2,2,2,-1
1509765415867874,-1,-3,-2,-1,0,0,-1,-1
1509765415867874,-1,-1,1,0,-6,-2,-2,-6
1509765415876877,-3,-1,0,-2,0,-4,-3,-4
1509765415876877,2,-1,-2,-1,-4,-3,0,2
1509765415878863,2,-1,-2,-2,0,0,-2,1
1509765415878863,-2,-1,-4,-3,-3,-3,0,0
1509765415891876,-1,-2,0,-2,-3,-4,-4,-3
1509765415891876,-1,1,-1,0,0,0,-3,0
1509765415898884,-1,-2,-1,-1,-5,-4,-3,-3
1509765415898884,0,1,2,4,2,0,2,-1
1509765415913907,-2,-2,-2,-14,-21,-6,-4,3
1509765415913907,-1,-1,1,0,3,0,0,-2
1509765415920912,-1,0,-1,1,4,-1,-3,-3
1509765415920912,-2,-2,-2,-4,0,5,2,0
1509765415936923,-4,-2,-1,1,2,-4,0,-5
1509765415936923,0,-1,-3,-2,-2,-6,-1,0
1509765415938928,-3,-2,-1,0,-2,3,0,0
1509765415938928,-2,-3,0,0,-1,-7,-3,-2
1509765415951927,-3,-4,-3,-1,1,-1,-1,-5
1509765415951927,0,0,-3,-2,-2,-1,-3,1
1509765415958031,0,0,-2,0,2,-2,-1,-1
1509765415958031,-1,1,-1,-2,13,-4,-1,-1
1509765415974043,-5,-1,-1,0,-3,2,-5,-2
1509765415974043,1,0,0,2,-1,-2,0,-5
1509765415981049,-1,0,-2,-3,1,1,-3,1
1509765415981049,-1,-2,-4,-3,-6,3,-2,-1
1509765415997077,-1,-3,-2,0,-6,-4,0,-3
1509765415997077,0,-1,0,0,4,-3,-1,-1
1509765415999078,0,0,-2,-1,0,-1,1,-3
1509765415999078,-1,-2,-3,-11,-14,-3,-4,-3
1509765416012073,-1,-3,1,2,5,2,5,3
1509765416012073,-2,-3,-2,1,-3,0,-2,1
1509765416018092,0,-2,-3,-1,-4,-1,-5,0
1509765416018092,-1,-1,-1,1,2,-3,-1,-2
1509765416034103,-1,-2,-1,-2,1,-2,-1,-3
1509765416034103,-1,2,0,-3,-1,0,0,2
1509765416041111,-1,0,-1,1,1,0,0,0
1509765416041111,-2,-2,-2,1,-2,-3,-4,-4
1509765416057214,-5,-4,-1,-4,1,-3,-4,-3
1509765416057214,-1,-1,1,0,0,1,6,3
1509765416059213,-1,-2,0,-3,-2,-1,-2,0
1509765416059213,-2,-1,0,-1,-6,-5,-3,-3
1509765416079239,-1,-1,-1,-2,-6,-10,3,-3
1509765416079239,-3,-2,-3,0,9,-3,-3,-3
1509765416081229,1,1,-1,-11,-14,-2,0,1
1509765416081229,-2,-2,0,-1,2,-1,-2,-3
1509765416102265,-3,-1,-1,0,3,1,-2,-3
1509765416102265,0,0,-1,-1,-4,0,-2,0
1509765416104244,-1,-1,0,-2,-5,-2,-1,-3
1509765416104244,-1,-2,-1,1,0,-3,2,4
1509765416117254,-3,-2,2,-3,-5,0,0,-5
1509765416117254,0,1,1,-1,-4,-4,1,-1
1509765416123270,0,0,-2,1,4,-1,-1,-2
1509765416123270,-2,0,0,-1,-4,-1,-1,-4
1509765416131266,-3,-2,-2,-1,0,-2,-2,4
1509765416131266,0,-1,0,-2,-4,1,1,0
1509765416140288,-3,-2,0,1,2,2,-1,-1
1509765416140288,-1,0,0,-2,-6,-2,1,-1
1509765416154387,-3,-1,-2,1,-1,-3,-1,-2
1509765416154387,1,1,0,-1,-3,-4,-2,-1
1509765416160386,0,-2,-2,1,1,1,-1,0
1509765416160386,-2,-2,1,-1,0,-2,0,-3
1509765416177404,-3,-2,-1,-1,0,-2,0,-5
1509765416177404,-1,0,-1,1,0,4,2,1
1509765416178405,0,1,-1,2,19,-1,-1,-1
1509765416178405,-3,-2,-2,-3,-3,-2,2,1
1509765416191397,0,-1,-1,-2,-5,1,-1,-1
1509765416191397,0,-2,-1,1,0,-1,-3,-3
1509765416199432,-2,-1,-2,-1,-6,-1,0,-2
1509765416199432,-4,-2,-1,-1,1,-1,-3,0
1509765416214418,-2,-3,-2,-3,-2,-2,-1,-2
1509765416214418,-2,0,-2,-1,-3,-2,-2,0
1509765416220421,-1,-2,0,-1,-5,0,-4,-2
1509765416220421,-1,-3,-2,0,0,2,2,-1
1509765416237456,-3,-1,-2,-1,3,-2,-1,-3
1509765416237456,-1,-2,-2,-6,-8,-5,-1,-2
1509765416238950,-1,0,0,1,2,2,-3,0
1509765416238950,-3,-4,-2,-3,-3,-5,1,-3
1509765416250953,-3,-2,-1,-3,0,0,-2,-3
1509765416250953,0,1,-1,0,2,5,1,1
1509765416259615,0,-2,-2,-4,-3,-2,-1,0
1509765416259615,-1,-1,0,-2,-2,-3,-3,-4
1509765416274626,-2,-1,-4,0,-1,-2,-2,4
1509765416274626,-2,-2,1,-1,-1,1,-2,-3
1509765416280629,0,-2,-3,-2,-7,-3,-2,-5
1509765416280629,-3,-1,-2,-2,-2,0,-1,-1
1509765416297643,0,0,0,-4,-14,-5,0,-1
1509765416297643,-1,-1,1,-1,2,-1,0,-1
1509765416298642,-1,-1,0,3,2,0,-2,2
1509765416298642,-2,-2,-2,-10,-14,-3,-1,-3
1509765416311682,-1,-2,-2,0,-4,-3,-3,-4
1509765416311682,-2,0,-3,-1,2,-3,-2,-2
1509765416334667,0,-1,-1,-1,-5,-2,-2,-2
1509765416334667,-3,-3,-1,2,-2,-4,-1,-1
1509765416335670,1,-3,-2,-3,0,-2,-1,0
1509765416335670,-2,-3,-1,-1,-3,-5,-1,-1
1509765416341179,1,0,-3,0,3,2,0,1
1509765416341179,-2,-1,-1,1,3,-2,-3,-3
1509765416356768,-3,-3,0,-3,-2,-1,-1,-5
1509765416356768,1,-2,0,1,2,-2,-3,-2
1509765416358770,0,-1,-2,-3,-6,-3,-1,0
1509765416358770,-3,-2,-1,0,18,-2,-2,0
1509765416370797,-2,0,-1,0,1,1,3,-2
1509765416370797,-1,-2,-3,-1,-4,-2,0,-3
1509765416379788,-1,0,-1,0,1,-2,-3,1
1509765416379788,-1,-1,-1,0,-3,1,0,0
1509765416393797,-2,-2,-1,-9,-9,-4,1,-2
1509765416393797,-2,-2,-2,1,3,0,-2,0
1509765416400799,-2,-1,-3,-1,4,-4,-1,-2
1509765416400799,-2,-3,-1,-4,-6,-4,-3,-2
1509765416416829,-1,-1,0,0,3,-2,-2,0
1509765416416829,0,-1,0,-2,-6,-2,-1,-1
1509765416422834,0,-1,-2,-2,0,5,1,-1
1509765416422834,0,-1,-2,1,-5,-4,-1,-4
1509765416430821,-2,1,-2,2,2,1,-2,-3
1509765416430821,-1,0,-1,0,-3,-5,-1,1
1509765416439860,1,0,0,1,0,0,-3,-1
1509765416439860,-3,-3,0,-3,-4,-2,1,-3
1509765416454933,-3,-2,-1,-2,-2,-3,1,-2
1509765416454933,-1,0,-1,1,0,1,-4,-5
1509765416460934,0,0,-1,2,2,0,-2,3
1509765416460934,-2,-3,0,-6,-13,-4,-2,-3
1509765416475948,0,-1,0,-2,-6,-1,0,-1
1509765416475948,-1,-1,3,2,8,1,2,2
1509765416482961,-2,-3,-1,-3,-8,-3,-3,-3
1509765416482961,-1,-4,-1,2,0,0,1,-1
1509765416498979,-3,-1,0,2,0,-4,-4,-2
1509765416498979,1,-1,1,-3,-5,3,6,3
1509765416499963,-1,-1,-1,1,1,-2,-5,-3
1509765416499963,-4,-2,-2,-1,0,2,0,0
1509765416514973,1,-1,1,-2,-3,-2,-2,-2
1509765416514973,0,0,-2,-4,-2,-1,-3,-7
1509765416520995,-2,0,-2,-2,0,0,-2,6
1509765416520995,-3,-3,-1,-1,-1,-6,-1,-3
1509765416536006,-2,-2,0,1,2,2,0,-1
1509765416536006,-1,-1,-1,3,-1,0,-2,0
1509765416543544,-1,-2,-2,-8,-18,-1,1,-4
1509765416543544,-3,-1,0,-2,-4,-2,-1,-3
1509765416559092,-2,0,-1,0,1,-1,1,1
1509765416559092,-2,-1,0,-1,-3,-3,-1,0
1509765416560081,0,0,-3,1,2,-4,-3,0
1509765416560081,0,-2,-1,-3,-2,-4,-1,0
1509765416575090,-1,-2,-1,-3,-1,-1,0,-1
1509765416575090,-1,-1,-1,-2,-3,0,-2,0
1509765416581095,-1,-1,-2,1,2,1,-1,-1
1509765416581095,-4,-3,-1,-2,12,-4,-3,-4
1509765416596108,-3,1,0,-1,3,-1,-1,-2
1509765416596108,-1,-2,-3,-2,-2,-5,-1,-1
1509765416603123,-1,-1,2,0,1,2,1,-5
1509765416603123,-3,-2,0,-1,-7,-6,-4,-3
1509765416619121,-1,-1,0,0,-2,-3,1,-2
1509765416619121,-4,-1,-1,0,3,4,0,-1
1509765416620135,1,1,-2,-1,1,-2,-1,0
1509765416620135,-2,-1,0,-1,-6,1,0,-3
1509765416635142,-2,-3,0,0,4,-1,-2,-1
1509765416635142,-1,0,-2,-5,-9,-1,-3,0
1509765416641146,0,-2,-3,1,1,3,-1,-1
1509765416641146,-1,-2,-1,0,-4,-2,-1,-2
1509765416655282,-2,-1,0,-2,-6,-2,-1,-1
1509765416655282,2,0,-2,0,-2,-4,-2,0
1509765416663288,0,-1,0,0,0,-1,-3,0
1509765416663288,-3,-3,-2,-1,-4,1,-1,3
1509765416679302,-2,-1,-2,0,2,1,-1,-2
1509765416679302,-2,-1,-1,-1,3,-4,-4,-4
1509765416679302,0,-1,-2,0,0,1,-1,0
1509765416679302,-3,0,-4,3,-6,0,1,-4
1509765416701315,1,-1,0,-6,8,-2,0,1
1509765416701315,-1,-1,-1,0,2,3,-2,0
1509765416702316,0,-1,-1,-1,0,-4,-3,-2
1509765416702316,-3,-2,-2,-1,-3,-2,-1,-2
1509765416716317,-2,-3,-3,0,-3,2,-1,-2
1509765416716317,-2,0,0,0,2,-1,-1,-2
1509765416723326,0,-1,-2,-2,2,4,0,1
1509765416723326,-3,-4,-3,-6,2,-6,-2,-2
1509765416739342,-1,-1,1,0,-4,-4,-2,-2
1509765416739342,0,-2,-3,-2,0,-1,-3,0
1509765416739845,-1,0,-1,0,-2,1,0,-2
1509765416739845,-2,-3,-1,-1,-1,-2,-2,-5
1509765416754369,-3,-1,-1,1,-2,-2,-1,-5
1509765416754369,-2,-1,-1,1,0,1,-1,6
1509765416760554,0,-1,-1,-1,-2,-3,-1,2
1509765416760554,-2,-2,0,-2,-2,-8,-3,-4
1509765416775553,-1,1,-2,-1,0,0,0,0
1509765416775553,-1,-1,-1,3,1,0,-2,-4
1509765416783559,0,0,-1,-5,-1,-1,-1,-1
1509765416783559,-1,-2,0,-2,-3,-1,-2,-2
1509765416798581,-3,-2,-2,1,-4,-1,-2,0
1509765416798581,-3,-1,0,0,-2,-1,3,-1
1509765416799569,2,2,-2,2,-12,-1,0,1
1509765416799569,-3,-1,-2,-3,3,-2,-3,-4
1509765416821595,-2,0,1,0,1,-3,1,2
1509765416821595,0,-1,-3,-5,-4,2,2,0
1509765416822595,-2,-1,0,-1,-3,1,-3,-2
1509765416822595,-1,-3,-1,-2,-8,-2,1,-1
1509765416835607,-1,-1,-1,0,1,5,-3,-6
1509765416835607,1,0,-2,-1,-4,0,0,4
1509765416843622,1,-1,0,-1,5,-3,-1,-1
1509765416843622,-4,-3,-1,3,1,-2,1,1
1509765416858672,1,-2,0,-10,-11,-4,0,2
1509765416858672,0,-1,-1,1,1,3,2,-3
1509765416859669,-2,-1,-2,0,2,-4,-4,0
1509765416859669,-3,-1,-1,-2,-3,2,2,-3
1509765416874679,-3,-1,1,1,-3,-1,-2,0
1509765416874679,0,-4,-1,-2,1,-2,-4,-2
1509765416880693,0,0,0,0,-2,-2,0,0
1509765416880693,-3,-3,2,-2,-3,-2,2,-3
1509765416895704,0,2,0,1,-2,-5,3,-1
1509765416895704,0,0,0,1,0,-3,-1,-2
1509765416903714,0,1,0,4,7,1,0,0
1509765416903714,-1,-2,-3,-5,-6,-4,-2,0
1509765416918720,1,0,-2,0,0,2,-1,-1
1509765416918720,-1,0,-1,-3,-4,-4,0,-1
1509765416919712,-1,1,-3,-1,2,0,-3,0
1509765416919712,-5,-4,0,-2,7,-1,-2,-6
1509765416934722,0,4,2,3,2,-2,-3,3
1509765416934722,-1,-1,-2,-4,1,0,0,1
1509765416941236,-1,0,-1,1,0,-3,1,0
1509765416941236,-2,0,-1,-3,-8,-6,0,-1
1509765416956259,0,0,-2,2,2,0,-2,-1
1509765416956259,-1,0,0,-1,-1,1,-1,-2
1509765416963277,2,-2,0,-1,-6,3,3,1
1509765416963277,-1,0,-1,1,-2,-3,-3,-2
1509765416980270,-1,-3,1,0,0,-1,-1,-1
1509765416980270,0,0,1,-2,-2,0,0,-1
1509765416981271,0,-1,-1,-3,5,2,0,-1
1509765416981271,-4,-2,-2,-1,-4,-5,-2,-2
1509765416995281,-2,0,0,-2,-1,2,1,-1
1509765416995281,-1,-2,-4,1,2,1,-4,0
1509765417000305,2,0,-1,-1,-4,-1,-1,0
1509765417000305,-1,-3,-2,-2,0,0,-1,-4
1509765417017302,1,-2,1,-1,1,-2,0,5
1509765417017302,0,-2,-2,-1,-1,-2,-1,-2
1509765417023325,-1,-1,-2,0,1,0,3,0
1509765417023325,-2,-3,-2,-4,10,0,-1,-2
1509765417039312,0,0,-2,-2,-2,-1,1,-1
1509765417039312,-3,-1,0,-1,1,-1,1,0
1509765417039819,0,1,0,-1,-1,0,-4,0
1509765417039819,-2,-2,1,-2,-9,-1,0,-1
1509765417054828,-3,0,-2,1,2,-5,-2,-3
1509765417054828,1,2,0,-1,0,-3,-3,1
1509765417060978,0,0,-3,-1,-5,-1,-2,-1
1509765417060978,-5,-5,-2,-2,-4,-2,1,-1
1509765417075985,-2,-1,-2,-2,0,-1,0,-3
1509765417075985,3,0,-1,2,1,-4,-1,0
1509765417083010,-1,0,-1,-11,-14,-3,1,-1
1509765417083010,-2,-2,1,0,-4,-3,0,-3
1509765417099022,0,0,-2,-2,0,0,-1,0
1509765417099022,-2,-2,-1,0,-1,0,-3,-5
1509765417100005,1,0,-1,3,3,-1,0,1
1509765417100005,-3,-1,-1,-2,-4,-3,-1,0
1509765417115017,1,-2,0,0,-1,2,4,1
1509765417115017,-1,0,-1,-2,-4,1,-1,-2
1509765417121037,-1,-1,-1,0,2,-4,-5,-3
1509765417121037,-4,-2,-2,-5,-5,-3,-4,-3
1509765417136047,0,-1,0,1,8,-1,-1,0
1509765417136047,-1,-1,-3,-2,-3,-2,-1,-1
1509765417143568,1,-1,0,1,6,0,0,0
1509765417143568,-3,-2,-1,0,2,-3,-1,-3
1509765417159231,0,1,-1,-8,-12,3,2,0
1509765417159231,0,-2,-2,-3,-7,-4,1,-1
1509765417160213,2,-1,-2,-1,-1,1,0,1
1509765417160213,-2,-3,-1,0,-5,-1,0,-1
1509765417173229,-1,1,1,1,-2,-1,0,-2
1509765417173229,-1,0,-1,-1,-1,2,-3,-5
1509765417181250,-1,-1,-1,0,-1,-2,-2,5
1509765417181250,-1,-2,0,-2,-5,-3,1,-1
1509765417196237,0,-1,-2,2,1,-1,-1,-1
1509765417196237,1,0,-3,-2,2,-1,-3,2
1509765417203261,0,-1,-3,1,0,1,-2,-4
1509765417203261,-2,-3,-2,-2,-3,0,1,-2
1509765417219273,-2,-2,1,0,-1,1,1,0
1509765417219273,-2,-1,-2,0,0,1,-3,-2
1509765417219273,-1,-1,1,0,-2,3,2,-2
1509765417219273,-2,0,0,1,1,-2,-2,-2
1509765417233286,-2,-2,-1,-8,-11,-4,-3,0
1509765417233286,2,0,-1,-3,-1,-1,-2,1
1509765417240784,1,-2,-1,2,2,0,0,0
1509765417240784,-4,-1,-2,-2,-1,-2,0,-3
1509765417255297,1,0,-1,4,6,0,0,-1
1509765417255297,0,0,-1,-4,-11,-5,-2,2
1509765417263487,-1,1,0,0,19,1,-1,-2
1509765417263487,-3,-3,0,-3,-4,-2,-3,1
1509765417279501,0,2,0,1,0,1,0,1
1509765417279501,-1,-3,-1,-2,1,-2,1,0
1509765417279501,0,1,0,0,-5,2,0,0
1509765417279501,-1,-3,0,-2,-3,0,0,-3
1509765417294506,-2,-1,2,2,5,0,-1,0
1509765417294506,-1,-1,-2,-1,-5,2,-3,-1
1509765417300530,0,1,-1,1,-4,1,0,1
1509765417300530,-1,-2,0,-4,-4,-2,0,-2
1509765417315541,-1,1,-2,-1,-2,0,-3,0
1509765417315541,-1,-2,-2,1,3,0,0,-1
1509765417323527,1,-1,-1,0,-4,-1,-1,0
1509765417323527,-3,-2,-3,-3,-3,-5,-4,-2
1509765417338558,1,-1,0,2,1,0,1,1
1509765417338558,-3,0,-1,0,0,-2,1,-3
1509765417346555,1,2,0,-1,0,2,0,1
1509765417346555,-2,-2,-2,-3,-1,-6,2,-2
1509765417353563,0,-3,1,-3,-2,-2,-2,0
1509765417353563,-2,-1,-2,0,1,2,-3,-1
1509765417361071,0,1,3,0,-3,2,1,1
1509765417361071,-2,0,0,-3,-7,-5,-2,-2
1509765417376083,1,0,0,4,-1,-1,2,-5
1509765417376083,-1,-2,-3,-7,5,0,-2,4
1509765417383092,-1,-1,0,0,-3,-1,-1,0
1509765417383092,-4,-2,-2,-2,1,2,-1,0
1509765417398108,2,3,-1,1,-4,2,0,2
1509765417398108,-3,-1,-1,1,-6,0,-1,-2
1509765417406104,3,2,0,-2,-5,-4,-2,1
1509765417406104,-2,-2,1,-2,3,-1,1,-2
1509765417413108,1,1,1,-1,-2,-4,-2,1
1509765417413108,0,0,-1,2,1,0,1,0
1509765417421133,2,2,-2,-3,-2,-1,-2,1
1509765417421133,-3,-2,-1,-2,-7,-1,0,-1
1509765417436144,2,2,-2,0,2,1,3,1
1509765417436144,0,0,-1,1,-1,-3,1,-5
1509765417443639,-2,-3,-1,2,2,1,0,4
1509765417443639,-4,-3,-1,-3,0,0,-1,-3
1509765417458698,-2,1,0,-1,1,2,-1,1
1509765417458698,2,1,-1,-1,-1,-2,-1,-1
1509765417466715,3,1,0,0,-9,-2,-1,0
1509765417466715,-3,-2,0,-1,3,-2,-4,-2
1509765417473720,-1,-1,-1,1,0,-1,2,-1
1509765417473720,0,-2,-1,-2,0,2,-3,-2
1509765417488742,-1,-1,0,3,2,-1,2,-1
1509765417488742,-2,-2,-2,-2,-9,-4,-4,-3
1509765417495744,1,-1,1,1,16,0,-2,-1
1509765417495744,1,0,0,2,-1,-1,-1,3
1509765417503730,1,-1,0,1,0,0,0,-1
1509765417503730,-2,-1,2,-2,-6,-1,0,-1
1509765417518745,1,0,1,-2,-3,1,-1,1
1509765417518745,-2,-2,-2,-3,0,-1,-3,0
1509765417526767,2,0,0,0,3,-4,0,1
1509765417526767,-2,-2,-3,-3,-6,-2,2,-2
1509765417541771,0,0,0,0,-2,-2,0,-1
1509765417541771,-3,1,1,1,2,0,0,0
1509765417542267,0,1,-3,-4,-8,0,4,0
1509765417542267,-1,-2,-2,0,4,-3,-1,-5
1509765417555778,0,2,1,0,-1,3,-1,2
1509765417555778,1,0,-1,-1,-4,-3,-1,1
1509765417562852,2,1,1,3,3,1,1,-2
1509765417562852,-4,-2,0,1,-2,-3,1,-2
1509765417577875,1,0,-1,-2,-2,-2,1,-1
1509765417577875,1,-1,0,2,-1,-2,-3,-1
1509765417586866,0,1,-1,1,5,0,-2,-2
1509765417586866,-2,-2,1,-5,-4,-1,1,1
1509765417601878,0,-1,0,1,-2,0,1,1
1509765417601878,-2,-1,-2,-2,-2,1,-1,-1
1509765417601878,0,-1,2,-2,-4,0,2,1
1509765417601878,-2,-1,-3,-3,-12,0,-2,-2
1509765417615898,0,0,1,3,8,3,-2,-1
1509765417615898,-2,-1,-1,-1,0,1,0,-4
1509765417622907,-1,2,-1,-5,-7,-1,1,1
1509765417622907,-3,-3,-2,0,-5,-1,-1,0
1509765417639915,0,0,-1,2,-3,-2,0,1
1509765417639915,0,0,-3,0,1,1,-1,-2
1509765417646914,1,-2,0,1,1,1,3,-1
1509765417646914,-3,-4,-1,-1,2,-3,-3,-4
1509765417660974,0,1,0,-2,-2,-1,0,0
1509765417660974,1,-1,0,-1,-2,-3,-1,0
1509765417661962,1,1,0,2,1,-4,-2,1
1509765417661962,-1,-2,-1,-3,2,-4,-1,-2
1509765417675985,-1,-1,-2,-2,-8,-2,1,-2
1509765417675985,-1,-3,-1,-1,-2,2,1,5
1509765417683030,-2,0,0,-1,2,1,-2,-2
1509765417683030,-1,0,1,0,1,-7,-3,-1
1509765417698027,-1,-1,0,-2,-4,-2,-1,1
1509765417698027,-1,-1,-1,1,5,2,-2,-2
1509765417706032,1,-3,-2,-7,-10,0,-2,2
1509765417706032,-2,-4,0,0,0,-3,-2,-3
1509765417721053,-2,-1,-2,-1,-14,-1,-1,-2
1509765417721053,-2,-2,-2,-2,1,-2,0,0
1509765417722042,2,1,0,3,3,-2,-1,1
1509765417722042,-2,-2,0,-3,-4,-5,1,-2
1509765417736055,0,0,0,-1,-1,0,0,2
1509765417736055,0,2,-1,-2,-3,-1,-3,-3
1509765417743599,-1,-1,-3,-1,1,0,1,0
1509765417743599,-3,-1,-1,-2,-3,1,1,-3
1509765417766668,1,0,-2,0,3,-1,-2,1
1509765417766668,1,-1,-1,-3,-4,-1,-1,-2
1509765417767658,1,2,-2,-1,1,-4,-2,5
1509765417767658,-4,-2,-2,-1,0,-5,-2,-3
1509765417781672,1,1,0,-2,2,1,-2,0
1509765417781672,-1,0,-2,1,1,-2,-4,-2
1509765417782675,2,2,-1,-5,-9,1,2,-1
1509765417782675,-3,-3,0,-1,-4,-2,-1,-2
1509765417795696,1,0,0,0,3,-2,-1,0
1509765417795696,-2,-1,-1,-1,-2,1,-2,-1
1509765417811693,0,-1,-1,2,0,-5,-1,-2
1509765417811693,-3,0,1,-2,-3,-1,0,-1
1509765417818714,0,1,-1,-1,1,1,0,-3
1509765417818714,0,1,-1,-1,-2,-2,-2,2
1509765417826702,0,1,1,-1,1,-1,0,0
1509765417826702,-3,-3,-4,-4,-2,-2,-1,-2
1509765417841738,3,2,2,0,-3,-5,-2,2
1509765417841738,-1,-3,0,0,-2,-2,0,-5
1509765417842717,-1,2,1,3,1,-1,0,0
1509765417842717,-4,-4,-5,-3,12,8,-2,-1
1509765417856227,-4,-2,1,1,-3,-6,1,-2
1509765417856227,-1,-1,-2,-1,-3,-1,1,-1
1509765417863464,0,0,0,4,5,-2,0,-4
1509765417863464,-1,-4,1,-4,-6,-1,-1,-2
1509765417878472,-1,0,0,1,3,1,0,0
1509765417878472,0,0,-2,-4,-4,-3,0,0
1509765417886496,0,-2,-3,4,0,0,-2,-2
1509765417886496,-1,0,0,0,-1,-2,-1,-2
1509765417901507,-1,0,1,-3,-4,-1,4,2
1509765417901507,0,-2,0,-1,-3,-2,-2,1
1509765417902489,-1,-1,1,-3,1,-1,0,1
